id,absrate1,nsusp1,mobility1,q1mpa1,q2mpa1,q3mpa1,q4mpa1,absrate2,nsusp2,mobility2,q1mpa2,q2mpa2,q3mpa2,q4mpa2,absrate3,nsusp3,mobility3,q1mpa3,q2mpa3,q3mpa3,q4mpa3,absrate4,nsusp4,mobility4,q1mpa4,q2mpa4,q3mpa4,q4mpa4,absrate5,nsusp5,mobility5,q1mpa5,q2mpa5,q3mpa5,q4mpa5,absrate6,nsusp6,mobility6,q1mpa6,q2mpa6,q3mpa6,q4mpa6,absrate7,nsusp7,mobility7,q1mpa7,q2mpa7,q3mpa7,q4mpa7,nograd
Pauline,4.396512538,-0.069553385,1.316948853,3.424729494,3.746205781,3.855117584,3.47569845,5.978145724,0.025716346,1.664341706,3.538758062,3.504763948,3.343001676,3.355814484,0.060750684,-0.042213895,1.578630799,4.997035594,4.496740111,4.087753767,4.328862332,0.995186621,0.042854179,1.626835774,4.500533338,3.435445607,3.861608476,3.984718019,0.540460523,0.147462287,1.682562081,3.88047543,3.494807057,3.229882675,3.130096722,6.671249,0.066950967,1.918789129,3.881134373,3.588638773,3.365389041,3.367430744,9.94767036,0.252083287,1.864347085,3.415054597,3.799423828,3.132888868,4.057815069,0
Pearl,4.716426978,-0.625679723,-0.000347155,3.47593161,4.07315741,4.062157685,4.000783293,1.07718714,-0.377460738,-0.266954363,4.539259828,4.106659287,4.061923616,4.457364176,3.55583324,0.027872236,-0.131524126,4.039739966,3.885940181,4.357037648,4.280763648,2.325310005,0.177784117,-0.585996485,4.568020454,4.901086951,3.845847779,3.55495695,4.609464976,0.230349212,-0.691858585,3.966451405,3.86752004,3.133530372,2.90072016,6.732476909,-0.315354386,-0.579432903,3.021143683,3.66551863,3.341975816,2.81457956,26.35309949,-0.064956947,-0.645806106,3.193645598,3.791046974,2.650764129,2.940236418,0
Pearle,4.394383544,-0.537882656,0.853201612,3.198257835,3.091986021,2.71039143,2.705231971,8.85997595,-0.040589288,0.865479754,2.905534865,3.092366924,2.730929114,2.85702622,8.96954987,-0.225671432,1.209946545,3.501865199,2.837873957,3.446768002,3.217458749,2.268596237,0.20757437,1.475268062,4.213623513,3.090659062,3.698188144,3.082888778,3.804463895,-0.260801654,1.664787193,3.181374981,2.741939359,2.459992453,2.654113723,5.286908425,-0.350101549,1.928213039,3.218853063,2.971968267,3.108845951,2.313666558,-1.851490157,-0.394542311,2.136925491,3.342000814,4.16653681,3.623677377,2.674294854,1
Pearlie,5.849915213,0.830177466,1.232609257,1.979124713,2.028648676,1.811377537,1.547701999,7.362990749,0.60040051,1.339919067,2.234498481,2.943115735,2.364022822,2.056139369,14.97215054,0.289225327,1.346240832,2.192177912,2.025994615,2.018471999,1.942788258,4.709886754,0.224870257,1.604577805,2.028581091,1.419695098,1.956238203,0.900825015,4.580518876,0.627254085,1.558683198,1.84861499,1.351988936,1.815413522,2.073407772,6.354468218,0.313535532,1.459641079,2.582688637,1.801746845,2.076150885,1.582836315,15.8551663,0.120300728,1.568842858,0.770404976,-0.231494629,1.0469636,0.609160017,0
Permelia,10.82293381,-0.038707267,0.622060346,3.025119352,3.292654201,2.623028498,3.300033584,12.96880407,-0.164319148,1.010396654,3.002693988,3.626802071,3.122956641,3.16412945,15.34051158,-0.011611562,0.874428283,2.720186976,2.489148407,3.061815222,2.744184565,9.266301795,-0.071996005,0.702852549,3.0682405,3.4013352,3.613758011,3.420892236,10.80941201,0.271216803,0.581424649,2.52025521,3.05298907,3.139978698,3.240731671,10.88295535,0.574338326,-0.084380427,2.792512295,2.863112038,2.46161007,2.422197615,20.33932167,0.017222735,0.154170465,3.163878562,3.204006174,2.870737885,1.548551258,0
Peter,-0.133573837,0.171094017,0.682965951,3.047378627,2.655038451,2.533238135,3.130526097,-1.943329711,-0.048011167,0.751854656,2.594888688,2.454093503,2.606899816,2.662296338,2.210737919,0.49012679,1.048928132,3.227256888,2.68346796,3.364711766,3.060508652,-3.445436972,-0.233676895,0.373518411,3.382202185,3.350869748,3.547883307,3.5139689,-6.668719259,-0.622561107,0.777141347,3.640354464,3.774988167,2.867233659,2.551677786,-3.846775526,0.177463068,0.936901187,2.762985093,2.981025743,3.41043621,2.575643561,3.869939632,0.090552586,0.924042643,3.690153904,3.629641622,3.600939127,3.342647576,0
Petra,7.290988677,-0.069909248,0.509588009,1.444409914,2.172662229,1.721236547,1.497096288,13.41559375,0.686395065,0.647687482,1.726507736,1.188550749,1.395306554,1.16020415,2.986152625,0.11961765,1.013000545,1.185989907,1.440443444,1.631152748,1.508555352,-0.56264424,0.320332257,1.036008185,1.557283379,0.953928247,2.096166456,1.397528139,5.40992214,0.407640645,1.139533746,1.837899938,1.283923862,0.925661029,1.616989949,10.75188689,-0.072408292,1.132935272,0.640019748,0.92090398,1.589909844,1.492521178,10.56524963,0.088364984,1.16511035,2.523136058,1.51853045,1.27629296,2.46462428,0
Phebe,5.58501716,0.315496456,0.081105525,2.857792009,2.32028109,2.387076016,2.687104239,7.000468303,0.014395706,0.000700919,2.872838201,2.518502114,2.992701964,3.101370902,0.285443732,0.38263091,-0.31290658,2.502082187,2.147397151,3.051545218,2.69145957,0.574656423,0.385194141,-0.363882363,1.965283102,1.978252202,2.420507781,2.02928052,-0.615280429,-0.223953317,-0.303264456,3.062831989,2.657725144,1.976830066,2.246115147,5.706096197,0.05643679,-0.569098648,2.28457825,2.027481952,1.203932899,1.828034211,-4.404046309,-0.122664399,-0.765252636,1.70570415,1.466769446,2.277415025,2.402566172,0
Philomena,3.717429941,0.489220949,0.95397277,2.805834918,2.734334785,2.74624683,3.276029487,-3.694111028,-0.017457018,0.732815742,2.723087872,2.910826937,3.513619337,3.481424151,-8.239845482,-0.414463842,1.033225113,3.351605112,2.852748156,3.41043098,2.556300655,1.968669524,-0.202163277,1.010770832,2.101025193,2.669695744,2.856119641,2.586941258,2.510616059,0.340158506,1.08797643,2.424555031,2.183510419,2.746742028,2.742805049,3.039546293,0.085056662,1.098640793,2.153795689,2.240853305,3.396027675,3.512648884,4.054062539,0.319981695,1.137217043,3.536861875,2.943970051,3.546686672,3.451760307,0
Phoebe,-2.284705992,-0.277214489,0.885758877,3.316521167,3.803112666,3.581257543,3.665347593,-1.42006765,0.066193292,0.877895857,3.675385015,3.206281143,3.590754373,3.414878984,1.464519912,-0.271603305,1.029918533,2.520445925,3.11774561,2.683747798,3.049826062,-1.567822925,-0.2594289,1.21242578,3.472939045,3.243779529,3.927753974,3.732757107,-1.07542378,0.114152165,1.447621321,3.44716264,3.413009785,2.500302054,3.032085462,11.99871422,0.393132377,1.389723007,3.286443251,3.200328216,3.455735888,2.764135436,11.96872771,-0.284070588,1.314059657,3.102529377,3.982384721,3.270170279,3.116273785,0
Phyllis,6.318535639,0.498725833,0.038896649,1.896864685,2.471274113,1.577559376,1.776675812,10.5844539,1.153785103,0.192176744,0.682618942,1.509902484,1.009025134,1.448433239,8.0895084,0.376974923,0.456418605,1.097775715,1.094336811,1.641695029,1.954868336,0.358493182,1.06890657,0.764999431,2.341174454,2.3572098,2.189541687,2.158972049,0.034846651,0.727818114,0.643657087,1.445535336,1.366468603,1.56262518,1.49248829,12.01853675,0.558771055,1.087143934,2.338668912,1.609129657,2.260819485,2.592495132,13.69349982,-0.007004085,1.330220624,1.840269872,1.457602244,0.952912042,1.720521513,1
Pink,6.779147694,0.311964123,0.674762869,3.450725394,3.53428095,3.69272053,4.57560361,1.558975978,0.202058289,0.57372609,4.188944156,4.901283657,4.349957565,4.467847463,3.903455609,0.171121504,0.558010481,4.22001585,4.269391311,4.204142608,3.999178794,2.180060537,0.666625495,0.588462813,4.743692127,4.228147876,4.438494991,4.603357467,1.199037289,0.364044661,0.412239014,3.477948955,3.42209058,3.55859918,3.835792672,3.909477571,-0.11574013,0.177016962,3.603776444,4.00227409,3.598358126,3.377751039,17.43502446,0.015377553,-0.195013553,3.478282069,3.121532644,3.261240613,3.199985975,0
Pinkie,-0.810031064,-0.396051955,1.587616375,2.820963261,2.848622748,3.163443636,2.566218696,6.074232782,-0.046898519,1.648126498,3.068394308,3.710028463,3.401131428,3.29767174,7.70860685,0.143582569,1.953540466,3.46460506,2.849429036,2.94954343,2.410449179,6.326357809,0.112201363,1.891187755,3.101605571,3.351342865,2.91928797,2.232458561,6.129243916,0.06347884,1.871945132,2.554650589,2.820426336,2.358531147,1.903777783,15.77791056,-0.02464725,2.354077228,2.103492629,2.021405586,2.434325843,2.499018721,16.53077536,0.351914227,2.387413155,1.606181514,1.55363314,1.557954926,2.096271871,1
Pollie,-0.647560874,0.375828794,0.397006711,2.751396463,3.092877761,2.862306713,3.42231791,2.629986092,0.206716633,0.357333554,2.471109249,2.449894318,2.86924339,2.744739898,1.807553079,0.067751623,0.450074465,2.453343139,2.234032569,2.090127154,2.145437955,-2.031328128,0.278463744,0.680652783,2.075750634,1.765918824,1.657558105,1.928544211,0.229715768,0.323023142,0.87947343,2.174392568,2.447066645,1.948122614,2.050123522,5.890645587,-0.156137664,0.825363088,2.70894321,2.039374269,2.742112355,2.038598053,11.24544422,0.128089185,1.101624729,2.622399969,2.57052506,1.558929065,1.316277322,0
Polly,5.410935049,0.081743234,0.50559731,2.145390356,1.648886583,2.181298241,2.074221217,0.883747927,-0.440928141,0.449706796,1.747729889,2.33879374,2.77286073,2.429216205,2.919501695,0.234445288,0.423572096,2.77187321,2.851442483,2.771642855,2.719893868,0.42289426,-0.142551703,0.393787833,2.764375612,2.593531359,2.52148674,2.655111294,-2.692983656,-0.437557561,0.666794689,2.579226818,2.837392731,2.708364073,1.997818053,-1.591604386,-0.316149805,0.699676953,2.25637845,1.731067434,2.526588927,2.546459754,8.797550358,-0.046595516,0.793447798,2.616843873,2.659286116,2.217712371,2.776217886,0
Priscilla,3.523525336,0.849118348,0.523497547,1.929702079,1.646329121,1.810247459,0.983938734,9.392875367,0.275398699,0.456307934,1.346412891,2.001363778,1.71373995,1.362039382,8.665373044,0.153034202,0.834473162,1.676241937,0.908045239,1.63354554,1.386889463,1.965702003,0.24587069,1.251266344,1.914098328,1.774217463,2.497695944,1.884536576,-1.218378087,0.596384144,1.649227151,1.833664691,1.13327995,1.940557718,1.706310081,10.98512294,0.166960652,1.881886275,2.567954152,1.796932231,1.898700326,2.357146949,15.15253979,0.321050319,1.763734341,2.331865985,1.37211691,3.011473494,2.034026769,0
Prudence,-3.928088029,-0.397903465,0.73390917,4.185436907,4.318697958,4.011193209,4.178935368,-2.93841169,0.697631141,0.479786638,3.778421537,3.60633803,3.729950605,3.884892088,-5.409227934,-0.096989317,0.468036452,4.174676936,3.950868789,3.910691378,3.477729441,-8.330016714,-0.268838718,-0.127490723,4.129846414,4.074964136,4.052325819,3.769757117,-4.996863937,0.022249475,-0.354276199,4.035492158,3.598540146,3.628573634,3.265300729,-5.06800405,0.140139986,-0.119640177,3.44444337,3.563180152,3.51979526,3.884363956,5.176080944,0.308603656,-0.323662391,2.965206014,3.448060038,3.422465096,2.657766806,0
Queen,13.85345345,-0.222492962,0.912060751,3.560960974,3.636635072,3.563796416,3.722092211,7.395834263,0.24341139,0.977971725,3.518874466,3.246713998,3.615725415,3.258404955,9.514352026,0.437541827,1.112514452,2.889460652,2.704984455,3.333566443,2.843839557,-1.583312667,0.194166001,1.237881418,2.744038392,2.534061293,3.657042852,3.164479396,2.072193859,0.342484356,0.950733906,3.131489126,2.140659199,1.597772723,1.872406775,1.376045907,-0.104865052,0.951315015,4.063186505,3.221033501,3.312601842,2.858828249,7.632595957,0.127600605,1.056771451,4.145189391,3.716012399,3.359682837,2.881012485,0
Queenie,2.735588609,-0.010862633,0.550757366,2.735030175,2.604154981,2.815246069,2.911044957,3.895720774,-0.146977828,0.595987327,2.66632075,2.592792386,2.662517583,2.965612922,-3.802595882,0.081795229,0.446126695,2.924971539,2.449005622,3.162055619,3.28122381,0.868772596,-0.234040209,0.168000637,3.074610963,3.204834098,2.654260107,2.357123084,2.372151411,-0.012592908,-0.125183492,2.76422233,3.026717915,3.613046953,2.753146126,1.482621719,0.013182931,-0.279606101,3.516102609,3.582297709,3.208061196,3.838705638,14.34088341,0.040615957,-0.094732372,2.714709231,2.46040191,2.181991454,1.853009541,0
Rachael,5.549234571,-0.204341629,1.713316464,1.943530744,2.130552107,1.405147442,1.891614132,9.152562798,-0.255929108,2.072521475,1.111303251,1.375575464,1.542982248,0.982348234,8.45202005,0.427647942,2.05301954,1.694327429,1.918619539,1.923752427,1.313130673,5.110314582,0.122905715,1.981593566,1.300593627,1.805470741,1.86985957,1.511082102,8.018111144,0.073570387,1.794645274,1.736876888,1.67540193,1.374830814,1.65537618,2.752864975,-0.114370593,1.714608432,2.567359298,2.772992771,2.259561254,2.334137253,3.102392239,0.085867971,1.754638114,1.844381439,1.978235697,1.738659292,2.061891641,0
Rachel,11.52680952,0.140547151,0.074344298,3.010191951,3.288761525,3.192412859,3.115021785,8.880678933,-0.526605425,0.658104809,3.417476614,3.628715335,2.830386022,2.906375065,9.542994043,0.226188082,1.036576325,2.283869541,1.911618966,2.246042128,2.59268229,5.063557015,-0.31091843,1.308119765,2.361919287,1.89570853,2.472577743,2.180763361,9.045428253,0.232410422,1.324266243,3.017672368,1.492786369,2.312325113,2.567335094,19.41800511,-0.381515518,1.065327845,1.972745861,1.548344769,1.393267843,1.446964193,13.24830592,-0.099774337,0.907129999,2.676834901,2.82699663,1.82557717,1.019004382,0
Rae,14.94445653,0.014926794,0.874941882,2.050013915,1.826993412,2.288685457,2.14044624,11.5204875,0.456272863,1.028542582,2.076021342,1.637315894,2.208381637,3.180536534,14.9304416,0.297775421,0.872354492,2.910303822,2.447975431,2.088489175,2.191983751,7.889263846,0.479968875,1.171730138,2.067964781,1.71274738,2.577246536,2.242784273,13.47849991,0.518617984,1.366931068,1.86448134,1.288972254,2.375030873,1.883056457,17.23623807,0.082228091,1.415766442,2.590963993,2.781715067,2.622843612,1.908582593,19.37938708,0.08523222,1.426802737,1.81134527,1.138706767,1.771524666,1.1237536,1
Ralph,8.124702105,0.429824797,0.921875827,2.881715615,2.458472825,2.512463758,3.163758717,10.45748277,0.136783579,1.285164066,2.294408562,2.572150744,2.007725056,1.78750048,10.20981094,-0.319125073,1.606321008,2.066071676,2.343219181,2.42734853,2.04635943,8.897993972,-0.137944145,1.714456625,2.625375753,2.343384411,2.275635728,2.058852304,4.934003249,0.290020179,2.112471259,2.19788042,1.770190369,1.819598351,1.964771842,7.501495224,-0.14930618,2.328941991,2.332062065,2.723249545,2.259673259,1.458483274,19.38193329,0.367964797,2.209287163,1.965913774,1.963167711,2.06530863,1.74393277,1
Ramona,0.315773938,0.466493563,-1.173735996,3.852070828,3.788920318,3.618382383,3.516656969,5.50823185,0.776548909,-1.128385858,4.210954968,3.427931327,2.867629241,3.270245895,2.484120849,0.140352458,-1.43693655,3.634035576,3.879306362,3.653931065,3.121251383,0.782921763,0.436967087,-0.996203111,2.281401334,1.922019214,2.641912655,2.904342605,2.817527887,0.208602598,-0.938997682,3.155760954,3.277735813,3.409903746,3.288050579,5.958557486,0.039181398,-0.996667658,3.374391133,2.905668428,3.404486635,3.523941347,-4.854162041,0.184874906,-0.770698182,3.131931455,3.271287606,3.172266133,3.059456441,0
Ray,11.39028756,0.215572812,1.126291343,2.271493563,2.279288165,1.990830143,2.042134034,10.0163989,-0.242795506,1.194553329,1.830759978,1.350517683,1.861791668,2.013483462,3.746969216,0.005695915,1.421083637,2.277103718,2.37061465,1.93708145,2.26905975,6.847532693,0.092021912,1.644439328,1.702927066,1.719438844,2.305594664,1.718804082,12.8259158,0.650566816,1.802198332,1.891813189,1.403727013,1.647751405,1.026324596,22.82612653,-0.017106554,2.048841154,1.841582162,1.523576383,1.522632506,1.515129826,20.23785473,0.172936591,1.921054205,2.61132773,3.165981147,2.521475213,3.059100871,1
Reba,9.941462417,0.441392287,-0.000430135,2.264333067,2.429557488,2.521772558,2.260288998,6.482830784,0.797960431,-0.199820247,2.56124874,2.646980367,2.585642638,2.329746545,7.240156256,-0.017885939,0.282002867,2.54772334,2.434741782,1.898728301,2.012468269,5.816819933,0.205700669,0.685141859,1.137188653,1.171239538,1.104182965,0.345566247,5.555366842,0.402650194,0.802077106,1.284164598,0.598619077,0.878708973,0.389535064,2.469686444,0.379857117,0.624939117,1.944032471,1.457949219,1.442363316,1.959366641,2.056155288,0.500079217,0.720286986,2.572709415,2.541470643,2.263851253,2.628969961,0
Rebecca,1.071707829,0.323211745,0.003961313,4.574505056,4.341266195,4.501672666,4.719122044,1.239272114,0.418954699,-0.296761864,4.384608249,4.929546921,4.441989384,4.651337688,-7.027251271,-0.114336644,-0.045162088,4.062594188,4.347101436,4.317629331,4.484915457,-5.065517056,-0.398539544,0.008857128,4.815940698,5.212257482,4.911275223,5.027413454,-4.097965903,0.354665171,0.405212979,4.391635318,4.538649985,4.536557906,4.313823782,2.708904472,0.140403637,0.581013699,4.24688228,4.573416864,3.929206898,4.298085944,-3.392680287,-0.121688748,0.683763227,5.014153205,5.441374516,5.491181469,5.04874693,0
Regina,-0.078454867,-0.597582048,0.372720714,3.571166197,3.369840701,3.550859493,3.440756131,-2.548060758,-0.209662632,0.471330744,2.867186126,2.850712253,2.343002721,2.66743417,4.758797202,-0.27351854,0.530192035,3.789614956,3.418808466,2.893568043,3.311149898,2.818767344,-0.139072997,0.730135098,3.01922495,2.549445386,2.11407286,1.904705714,3.780774894,-0.42882427,0.759487216,2.534448107,2.65267214,2.706401086,3.096189485,10.75860267,-0.532805795,0.871606757,2.839861153,2.745427514,2.785515756,2.848337778,6.495564768,-0.754620658,0.6657731,2.798342703,3.243151453,2.166228684,3.245691135,0
Rella,11.64124627,-0.305900413,1.519585524,2.885583476,2.474926087,2.317474669,2.239390937,8.2141005,-0.069338427,1.128222645,3.52778861,3.300995609,3.445985996,3.494945833,14.10587898,-0.433340417,1.012000836,3.939942528,3.484338232,3.553667621,2.876962825,9.037845488,-0.23999725,1.087166093,2.91099296,3.219983461,3.222066639,2.636750963,10.68096244,0.011887054,1.301598306,3.1810444,2.867062896,3.096215835,2.904690593,8.729526229,-0.283949036,1.59114804,2.880200191,3.087063727,3.223206793,2.852959462,3.749049516,-0.032518905,1.51698982,3.558212723,3.511072485,3.27347931,3.310148149,0
Rena,7.876024235,0.12634865,0.190432005,1.641074724,1.92795523,1.822302563,2.079267509,6.378741275,0.044093579,0.197776577,2.165344327,2.412214824,2.212557826,2.130554687,12.63259723,0.413401956,0.060868263,1.64366025,1.973145298,2.244585979,2.063773316,6.034946334,0.271552888,0.385313874,2.2667131,2.078740403,1.80916392,1.463443239,13.23175846,0.24259851,0.253459755,0.925207235,1.025329495,0.967959014,1.036994218,19.07332924,0.253470712,0.683331623,1.630963149,1.311299608,0.180344186,0.225914429,25.42558449,0.13954768,0.740580327,0.34535934,0.508853486,1.128398181,1.012594922,0
Ressie,2.545675387,-0.006263272,2.93431984,3.958407787,4.837384117,4.868118506,4.594737431,4.318779246,0.03200171,2.573616959,3.696044906,4.527191528,4.821963052,4.042312284,4.652466016,-0.161610711,2.498006616,3.728868971,4.025034697,4.295474458,3.784906154,2.207282986,-0.27276046,2.790961266,3.679290539,3.658529163,3.487016617,3.427511023,4.066469433,0.616380139,2.594142247,3.524124035,3.80551576,4.270902419,4.558306854,-4.72941037,-0.202088383,2.417629377,4.459087249,4.251861626,4.701628681,4.40430037,-1.466454019,-0.100296825,2.469976142,4.575442291,3.987696101,4.181476148,4.874822173,0
Retta,7.19630594,-0.184709147,0.722427129,2.45437763,2.877870059,2.099329618,2.623010341,5.301417873,0.055631905,1.015900064,2.229970485,1.673467231,1.848307262,2.361497886,6.279531887,0.321240743,0.891222997,2.297511049,2.501899799,2.372857332,2.061304626,4.44014372,0.557224678,0.7524363,2.444842738,2.289851503,2.441896874,2.549880539,6.554340533,0.151594921,0.799269245,2.218015326,2.051027612,2.157636803,2.24882968,6.916515848,0.490729105,1.039776847,1.351879783,1.918333721,1.913888036,2.281476653,9.602278365,-0.111865816,0.733979426,1.862921037,2.17809507,2.635838752,2.498820532,0
Rettie,-2.828676311,-0.68070584,0.280828441,4.41814316,4.202863549,4.360875291,4.09465325,-3.906786835,-0.186963028,-0.010080174,5.424702434,5.340472038,5.261943529,4.927233011,-0.898335166,-0.245702851,-0.12141066,4.685749209,4.304969556,4.320438443,4.24705441,-2.72955416,-0.239574527,-0.670815515,4.169953466,3.779321009,4.027976316,4.116547674,2.303639464,0.086461237,-0.667309254,4.212252077,4.348886053,4.951534763,5.233836932,5.841866198,-0.297317588,-0.736384008,3.415564154,3.76751557,4.24790502,4.725059332,-0.717994666,-0.0134906,-1.051019876,4.52263061,4.219065587,4.510485546,4.764113027,0
Rhoda,11.4491611,-0.064733928,0.332527827,3.09758987,3.067162323,2.984567007,2.82161998,8.625753794,-0.23048398,0.85604345,3.541858228,3.625182246,3.90631965,3.322155922,11.54240621,0.287999343,0.694323262,2.613001583,3.147934207,3.257325468,3.389205782,5.457393349,-0.000228811,0.423544006,3.524863052,3.417676553,3.133888496,3.202754901,9.431488638,0.277989917,0.392932761,1.999254758,3.135976708,3.022034567,3.265490941,14.59120355,0.369415193,0.476631228,3.425756152,3.656963909,3.264938267,3.167298556,12.90190929,-0.125728934,0.422083562,3.43751421,3.564698209,2.943884888,3.009336557,0
Richard,3.119094677,0.542192657,0.033403045,3.682011545,3.666839018,4.105601452,4.080084704,5.909327537,-0.064047335,0.241443472,3.599456379,3.778340952,3.421447754,3.592343102,4.997649796,-0.065288864,0.374419001,3.653912002,3.56898469,3.831251099,3.719036813,4.441726388,-0.040204471,0.511189302,3.277135552,3.126768393,3.518571177,4.162724925,-1.850338843,-0.293916107,0.417060444,4.187381641,4.110177965,4.027361817,4.089734086,-7.504623955,-0.309853955,-0.193257371,5.000621608,4.618396115,4.056622471,4.349486452,-9.811730553,-0.02339882,0.009486777,4.383282824,3.797199982,3.85356737,4.288885358,0
Rilla,7.562587022,0.981574374,0.559402218,2.643561285,2.391349285,2.315957825,2.031120359,8.628455554,0.626050644,0.553634649,2.191229153,2.560830573,2.510756448,2.462399811,6.641489708,0.240280665,0.50650405,2.265443445,2.314381024,1.959810949,2.234662437,1.590598231,0.17682001,0.365220298,2.594108889,2.374871717,2.490908361,3.005102777,1.79605215,0.104437875,0.40470987,2.017714089,2.297942903,2.523655265,2.638153496,-0.964519416,0.300875521,0.532478301,2.765761145,3.447152893,2.601446043,2.899875635,-6.693865388,0.025822602,0.627589241,3.235121479,3.331657804,3.391841023,2.540789198,0
Rita,0.833306459,0.265385712,0.441396919,3.731761162,3.331004305,3.096220852,3.063796822,1.790792842,0.318574818,0.766304653,3.208011162,2.794188372,2.922656641,2.510067827,1.326791798,0.008094623,0.62750063,3.191557643,3.876185754,3.805741387,3.637423614,0.785965287,0.089501635,0.799667084,4.880439242,4.461926775,4.595482904,3.830647139,-0.572372051,0.206775861,0.844082502,3.313152096,3.568693495,3.327539426,3.044338253,-1.113052089,0.811460542,0.48916602,3.477953394,3.559415491,3.75216994,3.681997631,22.1491545,0.466141607,0.203703072,3.997848333,4.251216733,3.690711366,3.735187112,0
Robert,-0.243251947,-0.232797161,-0.401846932,3.81683245,3.949421879,3.986922862,3.363256444,6.062402968,-0.004681748,-0.832376153,2.205001402,2.542530587,2.726392027,2.871200879,2.678741868,0.009197951,-0.394262692,2.843926361,3.70577048,3.6921975,3.289899929,2.826869009,-0.046875555,-0.431758873,3.482013112,3.244056194,3.763791469,3.665337704,4.243904989,-0.220167369,-0.733444991,3.192944611,3.169919714,2.953555079,2.870346929,3.928240957,-0.01535668,-0.960074659,3.690769991,2.855766193,2.753154859,3.551880052,4.959183825,0.123555818,-1.093803023,3.724626396,2.754209137,3.04796178,2.417548038,0
Monte+A885,10.50035157,0.494463399,0.704219274,2.792520819,2.691432943,2.901930445,2.465450759,7.359840877,0.20544457,0.382313864,2.048434483,2.446866242,2.235449039,2.422362621,4.973716247,0.294397303,0.382988161,2.623468277,2.272599196,2.740552451,2.173399717,6.49903122,0.221373403,0.333247909,2.514765806,2.735868226,2.760595057,2.826725827,7.87897743,0.327780701,0.12673083,1.926743593,1.526481838,2.489193509,2.61320451,6.084728031,-0.082118201,0.106740431,2.675262312,3.381618123,3.293571983,3.241273179,9.960165634,0.174901888,0.2014937,2.700209645,2.689537647,3.021095808,2.527108589,0
Roberta,3.963551606,0.027065537,1.819950851,3.128899437,2.587537788,2.306714091,2.192492351,2.400984713,-0.156081338,1.831993694,1.385656567,1.863038437,1.901103317,1.905013492,7.246896105,0.244946671,1.819573801,1.913394436,1.867881596,1.993515291,1.965959934,7.130290743,0.003196835,1.94313438,1.714592998,1.330207057,1.762218728,2.050768154,-0.611526451,0.103987007,1.874142108,2.435902577,2.033537983,1.71500099,1.545341576,0.793509936,-0.560454248,1.656061127,2.790564785,2.698366174,2.374120337,2.123737569,8.831151611,-0.189051931,1.473248329,1.878470002,2.469197963,1.638883741,2.199604412,0
Rosa,3.120970671,0.46534295,1.156181038,3.272821302,3.532292089,4.072738356,3.437918966,-0.50616255,-0.13462114,1.114743629,4.223918642,3.671361627,3.720688422,3.479497773,0.147014952,0.360952999,1.189689533,4.094350143,3.733755426,3.981202908,3.652848337,3.715981877,0.134581787,1.256153075,2.863510229,3.07591027,2.797439748,2.946435583,10.61397689,0.118500376,1.436079435,2.835330675,2.644264653,2.994269373,2.990453656,8.72335201,0.067595637,2.015103759,3.540221209,3.146588373,2.868422809,3.289578738,19.23079254,-0.050794142,2.105646578,3.439174363,3.301344227,2.034756207,2.587575921,0
Rosalia,1.462986798,0.010064262,1.601297207,3.450456886,3.601641251,3.819864044,4.227814354,3.898111134,0.089733552,1.91752101,3.370599481,3.82552806,3.41691737,3.09715663,3.980734997,-0.177104631,1.838434379,3.539711554,3.205668406,3.994331253,3.942524102,0.458392897,0.12051882,1.831893674,3.027468112,3.80539864,3.73230235,3.345737188,0.57602653,-0.330367683,1.805303019,4.086834769,3.839224259,3.87640727,3.425556758,3.27786868,-0.366181404,1.841858381,3.207268615,3.11709594,2.721156738,2.344315846,12.18154566,0.234808102,1.733302845,2.398720571,1.692614495,1.895960472,1.663834662,0
Rosalie,5.082323827,-0.034826338,0.245685324,4.121545806,3.80086415,3.336140144,3.27808175,0.926210017,-0.351964784,0.242877133,4.319265709,4.280721569,3.386761504,3.251907981,2.047844563,-0.060620932,0.435212883,3.723450926,3.354269317,3.71306004,3.430636975,2.708390383,0.204815862,0.330968214,3.069784195,2.910312621,2.920716215,2.646429848,9.353572059,-0.1243902,0.584621391,2.573660545,2.447532498,1.85257461,1.943379542,10.54525803,0.018890985,0.740452125,3.076112838,2.866194363,2.495174618,2.365125309,-0.51489715,-0.079652855,0.488802464,1.987594539,2.649867733,2.445893941,1.550727936,0
Rosamond,0.143899857,-0.565236532,0.356425316,4.46005345,4.926545365,5.103213885,4.813445152,0.168680749,-0.586172721,0.538469175,4.133748259,3.792771597,3.828440656,4.055485427,-0.521506334,-0.140215662,0.39342857,4.780958531,4.162044818,4.578692194,4.219685289,2.017855515,-0.322202217,0.526506429,3.868804999,3.076714831,3.877145438,3.909153865,-0.920523831,-0.358093612,0.323423065,4.155824878,3.883236319,3.613266757,4.128048939,-2.385256926,-0.264287493,0.386433428,5.250858461,4.578673484,4.57525283,4.326785111,12.3137131,0.205872866,0.350893086,3.188175016,2.996574614,2.30313949,2.663267356,0
